user_id,url_restaurant,nom_restaurant,offre_t-1,offre_actuelle
6343033281,https://deliveroo.fr/fr/menu/Paris/11eme-voltaire/cantine-voltaire/,Cantine Voltaire,-15 % sur tout le menu: Offre valable uniquement sur votre 1e commande Deliveroo,-15 % sur tout le menu: Offre valable uniquement sur votre 1e commande Deliveroo
6343033281,https://deliveroo.fr/fr/menu/paris/11eme-republique/scoop-me-a-cookie-oberkampf, 🍪 Scoop Me a Cookie,,
